new_republican_government_duke_female;Prefectess;;;;;;;;;;;;;x
new_republican_rep_government_duke;Governor;;;;;;;;;;;;;x
new_republican_rep_government_duke_female;Lady Governor;;;;;;;;;;;;;x
nick_the_copolla;Copolla;;;;;;;;;;;;x
gov_new_union;New American Union;;;;;;;;;;;;x
EVTDESC_URA.1_desc;Rules of United Republics of America Government require that president after 7 years term should resign and organise presidential elections to choose his rightfull successor in the presidential office.;;;;;;;;;;;;x
EVTOPT_URA.1;So, it means elections...;;;;;;;;;;;;x
EVTTITL_mahonic1;The Mahonic Dynasty;;;;;;;;;;;;;x
EVTDESC_mahonic1;Long ago, the Mahonic dynasty ruled a mighty empire founded by Vincent Mahonic, which stretched from Buffalo to New Brunswick and was the terror of everything in the Northeast. Those days, however, are long gone. Infighting between nobles, weak rulers, and foreign enemies caused the empire to first lose Hudsonia, then New Brunswick, and then finally collapse entirely. The Mahonic dynasty was first dethroned from New England, and then lost its land entirely. Your father, Lazarus, managed to reclaim some land in the form of the County of Merrimack, albeit under vassalage to the Miskatons of Nogad. In your childhood, he would read stories of the former glory of New England and of the Mahonic dynasty. But how to restore it, from only one county in vassalage to a much larger tribe?;;;;;;;;;;;;x
EVTOPTA_mahonic1;Task the Council with this immediately.;;;;;;;;;;;;x
EVTDESC_mahonic2;A small band of troops has sent their commander to Merrimack with an offer. He has heard of your attempt to resurrect Vincent Mahonic's empire, he explains, and he is willing to lend his men to your effort.;;;;;;;;;;;;x
EVTOPTA_mahonic2;Fantastic!;;;;;;;;;;;;;x
EVTDESC_mahonic3;Your Spymaster has observed suspicious activity in your vassal's county of Merrimack recently. He notes that many more troops seem to have assembled in the area than normal, and suggests further investigation.;;;;;;;;;;;;x
EVTOPTA_mahonic3;Send him in!;;;;;;;;;;;;x
EVTDESC_mahonic4;Your liege has told you to further investigate Merrimack's troops.;;;;;;;;;;;;x
EVTOPTA_mahonic4;Okay.;;;;;;;;;;;;;x
EVTDESC_mahonic5;A spy employed by the Miskatons has been noticed snooping around Merrimack, likely gathering information on your troop buildup. How should he be dealt with?;;;;;;;;;;;;x
EVTOPTA_mahonic5;Go after him.;;;;;;;;;;;;;x
EVTOPTB_mahonic5;Ignore him, it's sure to pass soon.;;;;;;;;;;;;;x
EVTDESC_mahonic6;Your spymaster has given you a concerning report on the troop buildup in Merrimack, led by Paul Mahonic. Apparently, he has supported it in order to gather the military strength to begin a war of independence against you!;;;;;;;;;;;;x
EVTOPTA_mahonic6;Concerning...;;;;;;;;;;;;x
EVTDESC_mahonic7;In the middle of the night, you are awakened by the knock of metal on your door. Suddenly, you feel a sharp pain in your neck...;;;;;;;;;;;;x
EVTOPTA_mahonic7;Mahonic...!;;;;;;;;;;;;x
EVTDESC_mahonic8;In the middle of the night, you are awakened by the knock of metal on your door. The figure nearly impales you before being suddenly interrupted by the entrance of a guard.;;;;;;;;;;;;x
EVTOPTA_mahonic8;Mahonic...!;;;;;;;;;;;;x
EVTDESC_mahonic9;Last night, your guards informed you that your spymaster was found dead in the middle of the night. Although they could not conclusively determine why, the evidence points towards this being Paul Mahonic's doing.;;;;;;;;;;;;x
EVTOPTA_mahonic9;Horrible!;;;;;;;;;;;;x
EVTDESC_mahonic10;To my righteous liege, \n\nIn the middle of the night, I was very recently attacked by thugs affiliated with the vile criminal Mahonic, bent on my murder. Please, go after him!\n\nYour loyal spymaster, [From.GetFirstName];;;;;;;;;;;;x
EVTOPTA_mahonic10;Horrible!;;;;;;;;;;;;x
EVTDESC_mahonic11;After some contemplation, you have decided that the only solution to the issue of Paul Mahonic's troop buildup is to demand him to immediately cancel his troop buildup and surrender his titles, with a threat of force if he refuses.;;;;;;;;;;;;x
EVTOPTA_mahonic11;Send the letter.;;;;;;;;;;;;x
EVTDESC_mahonic12;Our Council has brought a man who claims to share your aims of overthrowing your Miskaton overlords. His family used to rule portions of the Duchy of Massachusetts, he explains, and he is willing to aid you if you promise to grant him rulership of those regions after your victory. He claims to have stores of gold, as well as troops, which he could bring to aid you if you accept his offer.;;;;;;;;;;;;x
EVTOPTA_mahonic12;Accept this offer.;;;;;;;;;;;;x
EVTOPTB_mahonic12;Refuse and look elsewhere.;;;;;;;;;;;;x
EVTDESC_mahonic13;Your Spymaster has informed you that a suspicious figure with claims on your land and significant amounts of troops was recently accepted by Paul Mahonic. He suggests that, as Paul Mahonic seems willing to accept these offers, you could send a saboteur disguised as another offer...;;;;;;;;;;;;x
EVTOPTA_mahonic13;A clever plan.;;;;;;;;;;;;;x
EVTOPTB_mahonic13;Sounds like a risky idea.;;;;;;;;;;;;;x
EVTDESC_mahonic14;A second man with a grudge against the Miskatons has come to your court, this time with claims on the Nogad capital region of Merrimack. He claims to have even more wealth and troops than the previous offeror did. Should we accept him?;;;;;;;;;;;;x
EVTOPTA_mahonic14;Accept this offer.;;;;;;;;;;;;;x
EVTOPTB_mahonic14;Reject this offer.;;;;;;;;;;;;;x
EVTOPTC_mahonic14;Suspicious, arrest and interrogate him.;;;;;;;;;;;;;x
EVTDESC_mahonic15;Success! Your saboteur has planted evidence of grave wrongdoing on Paul Mahonic, and then presented it wide-eyed to your horrified Council. With such horrible actions, who can justify the Mahonics remaining in control of Merrimack?;;;;;;;;;;;;x
EVTOPTA_mahonic15;Demand Merrimack.;;;;;;;;;;;;;x
EVTDESC_mahonic16;Under interrogation, the second offeror has confessed to being a saboteur employed by the Miskatons to undermine your rule. With this new evidence, you can easily justify demanding independence from the Miskatons.;;;;;;;;;;;;x
EVTOPTA_mahonic16;Send the demands.;;;;;;;;;;;;;x
EVTDESC_mahonic17;The Miskaton dynasty has been in control of the Bay region for decades if not centuries, with Merrimack included in this realm. Only in the past few decades did Lazarus, the latest member of the decrepit Mahonic dynasty, manage to take control of Merrimack, the wealthy heart of New England. This land should belong to the Miskatons again, but how to retake it?;;;;;;;;;;;;x
EVTOPTA_mahonic17;Employ the Council on this task.;;;;;;;;;;;;x
EVTDESC_mahonic18;Your Chancellor has presented evidence to you that the Mahonic takeover of Merrimack was fraudulent, and that the land rightfully belongs to the Miskatons.;;;;;;;;;;;;x
EVTOPTA_mahonic18;Demand the land be returned.;;;;;;;;;;;;x
EVTDESC_mahonic19;Your Spymaster has presented very compromising evidence against Paul Mahonic, showing that he is completely unfit to rule. Although this could be used to simply demand his land, why not use it to undermine his subjects' opinion of him first?;;;;;;;;;;;;x
EVTOPTA_mahonic19;Use it.;;;;;;;;;;;;x
EVTDESC_mahonic20;The Miskatons have presented evidence to you demonstrating his complete lack of fitness to rule. How will you proceed?;;;;;;;;;;;;x
EVTOPTA_mahonic20;Horrible!;;;;;;;;;;;;x
EVTOPTB_mahonic20;Ignore it.;;;;;;;;;;;;x
EVTOPTC_mahonic20;Show this slander to him!;;;;;;;;;;;;x
EVTDESC_mahonic21;Apparently, the Miskatons have fabricated evidence against you and used this to slander you to your vassals! This grave insult provides yet another reason for you to break free from the Miskaton grasp. Fortunately, knowing about this at least allows for this slander to be opposed among your other vassals.;;;;;;;;;;;;x
EVTOPTA_mahonic21;Horrible!;;;;;;;;;;;;x
EVTDESC_mahonic22;Now that Paul Mahonic's relations with his vassals have been severely undermined, it is time to use the evidence you obtained to justify revoking his noble titles.;;;;;;;;;;;;x
EVTOPTA_mahonic22;Send a demand.;;;;;;;;;;;;x
EVTDESC_mahonic23;To the vile [Root.GetFirstName], \n\nYour atrocious misrule and abuses have shown that you are unfit to rule Merrimack. Surrender your titles now if you wish to avoid bloodshed...;;;;;;;;;;;;x
EVTOPTA_mahonic23;I refuse!;;;;;;;;;;;;x
EVTOPTB_mahonic23;Accede to these demands.;;;;;;;;;;;;;x
EVTDESC_mahonic24;To the vile [Root.GetFirstName], \n\nYour flagrant violations of my noble rights must end! Grant me independence from your rule, or be prepared to fight...;;;;;;;;;;;;x
EVTOPTA_mahonic24;I refuse!;;;;;;;;;;;;x
EVTOPTB_mahonic24;I must accept...;;;;;;;;;;;;x
EVTDESC_mahonic25;In accordance with your previous agreements, a band of troops numbering [Root.paul_mahonic_troops_var.GetValue] has come to aid in your war effort against the Miskatons.;;;;;;;;;;;;x
EVTOPTA_mahonic25;Fantastic!;;;;;;;;;;;;x
EVTDESC_mahonic27;With the defeat of the vile Miskatons, you have taken the first step towards restoring Vincent Mahonic's empire. Although there is much more to do, you can rest for now, knowing that your father's efforts to claw some land for your family were not in vain.;;;;;;;;;;;;;x
EVTOPTA_mahonic27;Victory!;;;;;;;;;;;;;x
EVTDESC_mahonic28;The strange figure you accepted the support of before the war has returned to your court. He demands the right to rule the eastern half of the Duchy of Massachusetts in your name, as was agreed before the war, while making several veiled threats alluding to his "connections" with various local spies and his "unique skills" of espionage he had picked up on his travels. What shall we do?;;;;;;;;;;;;;x
EVTOPTA_mahonic28;Grant the titles.;;;;;;;;;;;;;x
EVTOPTB_mahonic28;Never!;;;;;;;;;;;;;x
EVTDESC_mahonic29;Paul Mahonic has refused to grant the titles of Worcester and Providence.;;;;;;;;;;;;;x
EVTOPTA_mahonic29;Kill him!;;;;;;;;;;;;;x
EVTDESC_mahonic30;In the middle of the night, you are awakened by the knock of metal on your door. Someone muttering about "unpaid debts" is all you can hear before feeling a sharp pain in your neck...;;;;;;;;;;;;;x
EVTOPTA_mahonic30;No...!;;;;;;;;;;;;;x
EVTDESC_mahonic31;Last night, your guards fought and killed a man attempting to make his way to your chambers. Although he could not be interrogated to determine his employer, an envelope from the claimant you sought help from was found near his body.;;;;;;;;;;;;;x
EVTOPTA_mahonic31;That bastard...!;;;;;;;;;;;;;x
EVTDESC_mahonic32;Now that you have united and stabilized your newly independent realm, it is time to look outwards to the remaining parts of New England. Uniting the old heartland of Vincent Mahonic's empire, as well as the Occultist faith, will be crucial to ensuring that all Occultists recognize you as the continuation of the old empire.;;;;;;;;;;;;;x
EVTOPTA_mahonic32;Onwards!;;;;;;;;;;;;;x
EVTDESC_mahonic33;Now that you control enough of New England to be recognized as its de jure ruler, it is time to fully unite the region, including the Duchy of Connecticut, which was once considered a core part of New England but fell into the Gothamite sphere when the old empire collapsed. All of New England will be vital to retake to be recognized as a successor to Vincent Mahonic.;;;;;;;;;;;;;x
EVTOPTA_mahonic33;To birthright!;;;;;;;;;;;;;x
EVTDESC_mahonic34;Finally, New England has been united under the Mahonic dynasty once again. Despite this, much work remains to be done, to reclaim for New England the stature it had under the old empire. Diplomacy, economics, and more will be vital to achieving this goal, and there is no better time to start than now.;;;;;;;;;;;;;x
EVTOPTA_mahonic34;Victory!;;;;;;;;;;;;;x
EVTDESC_mahonic35;Over the past weeks, you have been thinking about the religious situation of New England. Few, if any, of the kingdom's neighbors follow the Occultist faith, and perhaps adopting one of their faiths instead could help secure the realm? On the other hand, Occultism is the religion of your ancestors, Vincent Mahonic included — is it right to abandon it?;;;;;;;;;;;;;x
EVTOPTA_mahonic35;I shall continue to follow the religion of my ancestors!;;;;;;;;;;;;;x
EVTOPTB_mahonic35;The world has changed, and so must my faith.;;;;;;;;;;;;;x
EVTDESC_mahonic39;You have spent the past few weeks poring over both the theology and the politics of many of New England's neighboring religions. All that remains is for you to make your choice of faith for New England, and with it change the history of America forever.;;;;;;;;;;;;;x
EVTOPTA_mahonic39;I will become an Ursuline.;;;;;;;;;;;;;x
EVTOPTB_mahonic39;The Anglican faith is best.;;;;;;;;;;;;;x
EVTOPTC_mahonic39;Americanism is the only choice.;;;;;;;;;;;;;x
EVTDESC_mahonic40;Paul Mahonic has demanded that you adopt his new faith.;;;;;;;;;;;;;x
EVTOPTA_mahonic40;Convert.;;;;;;;;;;;;;x
EVTOPTB_mahonic40;Refuse.;;;;;;;;;;;;;x
paul_mahonic.2.desc;Your Council has brought a man who claims to share your aims of overthrowing your Miskaton overlords. His family used to rule portions of the Duchy of Massachusetts, he explains, and he is willing to aid you if you promise to grant him rulership of those regions after your victory. He claims to have stores of gold, as well as troops, which he could bring to aid you if you accept his offer.;;;;;;;;;;;;;x
paul_mahonic.2.a;Intriguing, I shall support this man.;;;;;;;;;;;;;x
paul_mahonic.2.b;I do not trust this infidel, begone!;;;;;;;;;;;;;x
succ_ura_presidential;Unionist Elective;;;;;;;;;;;;;x
new_republican_elective;Republican Elective;;;;;;;;;;;;;x
kennedy_bloodline;Blood of John Kennedy;;;;;;;;;;;;;x
kennedy_bloodline_desc;This character is descendant of John Kennedy - one of the american pre-event presidents and first (and last) catholic ruler of pre-event American Empire.;;;;;;;;;;;;;x
has_ura_president_term;Tung Tung Tung Tung Jahur;;;;;;;;;;;;;x
has_ura_president_term_desc;Tung Tung Tung Tung Jahur;;;;;;;;;;;;;x
d_jacobite_dummy;Jacobite Host;;;;;;;;;;;;;x
title_confessor;Permanent Confessor;;;;;;;;;;;;;x
title_confessor_desc;Permanent Confessor always serve to hear courtiers confession and his ruler.;;;;;;;;;;;;;x
EVTNAME_edward.1;Dark Room;;;;;;;;;;;;;x
EVTDESC_edward.1;You are sitting in the corner of your dark room. You still cannot accept that your father, your mother, and your two twin brothers are no longer among the living, but now stand before God’s judgment. You still cannot believe how it happened – how it was possible. Your parents and older brothers were celebrating your brother Vincent’s betrothal to the daughter of an outlander lord. You did not celebrate, because you were in your uncle court. As your old servant said, thunderbolt struck the tower where your family was celebrating and set it ablaze. According to your servant, the thunderbolt hit the wooden tower despite the lightning conductor – a large copper rod that stood beside it.;;;;;;;;;;;;;x
EVTOPTA_edward.1;Why it happened to me....?;;;;;;;;;;;;;x
EVTNAME_edward.2;Old Servant;;;;;;;;;;;;;x
EVTDESC_edward.2;You hear a knocking at the door, which wakes you from the floor of your room. You rise and open it. There stands your old servant, George. He asks if you would come to dinner, which the cook has prepared for you and the household. You agree, and soon you make your way downstairs to the dining room. The cook has prepared stewed goose – your favorite dish since the days when your parents were still alive. Yet it does not taste as it once did in those better times. As you eat, you overhear two young servants speaking about something intriguing. For the first time in a long while, you prick up your ears and listen intently to their words.;;;;;;;;;;;;;x
EVTOPTA_edward.2;Interesting, what they say...;;;;;;;;;;;;;x
EVTNAME_edward.3;Old World;;;;;;;;;;;;;x
EVTDESC_edward.3;You learn that these two servants are David and Paul, and they are talking about something very interesting — the Old World. When you were nine, you were very interested in the kings and presidents from before the event, and you always had a pile of questions for your history teachers. They say that a peasant from your village met a merchant from Brazil who planned an expedition to the Old World and was looking for a sponsor to fund it, because he didn’t have enough money himself.;;;;;;;;;;;;;x
EVTOPTA_edward.3;Maybe I will join them...;;;;;;;;;;;;;x
EVTOPTB_edward.3;It is some childish for me;;;;;;;;;;;;;x
EVTNAME_edward.4;Expedition;;;;;;;;;;;;;x
EVTDESC_edward.4;Your guard found the trader just as he was preparing to leave your town. When he sees you, he is surprised and asks why you wish to speak with him. You tell him about the gossip that he intends to organize an expedition to the Old World. He confirms that he had indeed planned it, but lost hope after the court in Ottawa imposed a fine on him for “wasting the time of the royal administration,” which took away half of his money. You console him and promise financial help, which makes him visibly happier. After a few moments, you begin discussing the costs of the expedition and other important matters.;;;;;;;;;;;;;x
EVTOPTA_edward.4;Nice;;;;;;;;;;;;;x
EVTNAME_edward.5;Departure;;;;;;;;;;;;;x
EVTDESC_edward.5;The first volunteers applied at the Brazilian’s office, and now you have enough sailors to set out from this modest country and head east. The trader is excited, and you are as well — you begin to think less and less about your family’s death and start focusing on the future: on the expedition and on matters of faith. Before you depart, you go to church and pray to God for success. After the prayer, you board the ship and say farewell to your humble country, leaving power in the hands of a regent.;;;;;;;;;;;;;x
EVTOPTA_edward.5;Ahoy adventure!;;;;;;;;;;;;;x
EVTNAME_edward.6;Montreal;;;;;;;;;;;;;x
EVTDESC_edward.6;Your ships arrive at the docks of Montreal, and you realize that your mother’s stories about this city were not merely fairy tales for children. From the port, you can see Saint Joseph’s Oratory — a beautiful Catholic basilica. An old sailor tells you that every month pilgrims come to this basilica to pray before the ancient altar. He adds that, although a Catholic priest has not been seen in this city for centuries, the Ursuline sisters still clean the liturgical vessels every day, as if a priest were to arrive tomorrow. After speaking with the sailor, you learn that the trader has business interests here, and that you will be staying in Montreal for two days.;;;;;;;;;;;;;x
EVTOPTA_edward.6;I will visit St. Joseph Oratory;;;;;;;;;;;;;x
EVTOPTB_edward.6;I will go to lunch to lord of this town;;;;;;;;;;;;;x
EVTNAME_edward.7;Oratory of Saint Joseph;;;;;;;;;;;;;x
EVTDESC_edward.7;You enter Saint Joseph's Oratory. The view impresses you – the basilica was built in beautiful pre-Event architecture. You kneel and make the sign of the cross before the altar, then sit in one of the pews. You hear the Ursuline nuns singing psalms and praying for the return of the Catholic hierarchy to Canada. You join in prayer, asking God for a safe voyage to the Old World. After a few minutes of silent prayer, you rise and head for the exit.;;;;;;;;;;;;;x
EVTOPTA_edward.7;May God hear my prayers;;;;;;;;;;;;;x
EVTDESC_edward.8;After leaving the church, you hear a woman’s voice: "Young lord, could you speak with me?" You turn around and see one of the Ursulines. Being a gentleman, you agree and follow her. It turns out she is the local prioress. She asks you about your journey, and when you answer that you are sailing to the Old World, she is fascinated and promises to pray for you. You thank her and promise to do the same and gived her some money to charity.;;;;;;;;;;;;;x
EVTOPTA_edward.8;Nice;;;;;;;;;;;;;x
EVTNAME_edward.9;Visitor from Canada;;;;;;;;;;;;;x
EVTDESC_edward.9;Your steward comes to you and reports that a young lord from Canada – Lord Edward FitzRoy – has arrived in your town, seeking hospitality. You already knew of his arrival, as your people at the port had seen him with a Brazilian trader – the very same one who once tried to convince you to sponsor his expedition to the Old World, which you refused. Now you must decide: will you allow young FitzRoy to join your family for lunch, as local custom requires, or will you refuse and spend the day only with your kin?;;;;;;;;;;;;;x
EVTOPTA_edward.9;Custom is custom – the guest will dine with us;;;;;;;;;;;;;x
EVTOPTB_edward.9;A poor Ontarian lord is not worthy to eat with me;;;;;;;;;;;;;x
EVTDESC_edward.10;Despite your noble descent, the Duke of Montreal refuses to invite you to lunch. This is an insult to you and your small family. The only thing of interest left to do is to visit Saint Joseph’s Oratory.;;;;;;;;;;;;;x
EVTOPTA_edward.10;Then I will visit Saint Joseph’s Oratory;;;;;;;;;;;;;x
EVTNAME_edward.11;Lunch;;;;;;;;;;;;;x
EVTDESC_edward.11;Duke Regis Turcot allows you to dine with him and his family. The dishes are far more lavish than in your modest estate. One dish in particular catches your attention – a large mix of meat and vegetables wrapped in a roll. It tastes slightly spicy. You ask what it is, and the duke answers that it is a kebab, a dish of the ancient Americans and Mexicans. He explains that only a few cooks in Mexico still know the recipe. The duke recalls first tasting it at the court of the Mexican Emperor, where he ordered it to be served. After this interesting discussion about kebabs, you notice a young lady entering the room...;;;;;;;;;;;;;x
EVTOPTA_edward.11;Good afternoon, my lady...;;;;;;;;;;;;;x
EVTNAME_edward.12;Lady Turcot;;;;;;;;;;;;;x
EVTDESC_edward.12;The young lady enters the room and sits to the duke’s left. Duke Turcot lightly admonishes her for her lateness and introduces her to you – she is Josephine Turcot, the duke’s younger daughter. After an exchange of pleasantries, you begin speaking with the family about your ambitious plans to sail to the Old World. Duke Turcot remains skeptical, his son indifferent, and his wife regards you with a mix of curiosity and pity. Lady Josephine, however, seems intrigued by your plans. After the lunch, Duke Turcot bids you farewell and gives you a modest sum of money, wishing you good fortune.;;;;;;;;;;;;;x
EVTOPTA_edward.12;Good fortune will be useful on the road;;;;;;;;;;;;;x
EVTNAME_edward.13;Departure;;;;;;;;;;;;;x
EVTDESC_edward.13;After two days in Montreal, your stay in this beautiful city comes to an end. You and your Brazilian companion board the ship and soon sail away from the docks of Montreal, bidding farewell to the city. Your Brazilian friend tells you that he sold some of his family heirlooms to local nobles, thus securing money to continue the expedition.;;;;;;;;;;;;;x
EVTOPTA_edward.13;That sounds good;;;;;;;;;;;;;x
EVTNAME_edward.14;Lunch;;;;;;;;;;;;;x
EVTDESC_edward.14;You decided to invite young Lord FitzRoy to lunch with your family. When he arrived, the cook served kebab to your guest. From the look on his face, it seemed he enjoyed the dish, so you gladly told him what it was and how you first came to know this wonderful meal. After that, your younger daughter Josephine entered the room and listened, together with you and the rest of the family, to the young lord’s stories about his planned expedition to the Old World. She was fascinated by his ambitions, but you, being older, knew that great ambitions are not everything. After lunch, you gave the young lord some gold as a gift and wished him good fortune.;;;;;;;;;;;;;x
EVTOPTA_edward.14;I wish him a good fortune;;;;;;;;;;;;;x
stuart_bastards_bloodline;Blood of Stuart's;;;;;;;;;;;;;x
stuart_bastards_bloodline_desc;This character has an ancestor who was supposedly the illegitimate son of Bonnie Prince Charlie - penultimate jacobite pretender who was a descendant of overhtrowned king James II Stuart.;;;;;;;;;;;;;x
EVTNAME_edward.15;Quebec;;;;;;;;;;;;;x
EVTDESC_edward.15;You have just arrived in Quebec City. You see many ancient fortifications, the Notre Dame Cathedral, and other beautiful sights in this old city which still remembers the time when Her Majesty ruled over Canada. Your Brazilian friend tells you that you will stay here for a while, as you must buy old maps to learn the best route to the Old World and recruit new volunteers.;;;;;;;;;;;;;x
EVTOPTA_edward.15;It will cost me some money...;;;;;;;;;;;;;x
EVTNAME_edward.16;Goodbye, Quebec;;;;;;;;;;;;;x
EVTDESC_edward.16;After more than two weeks, you and your Brazilian companion have gathered some volunteers and purchased new ships. Your fleet is not large, but strong enough to survive this expedition. Before leaving Quebec to sail into the unknown seas of the great ocean and towards an unfamiliar continent, you order letters to be written to your regent in your Canadian estates. Once the letters are sent, you depart from Quebec, bound for the Old World...;;;;;;;;;;;;;x
EVTOPTA_edward.16;Goodbye, beautiful Quebec...;;;;;;;;;;;;;x
EVTDESC_edward.17;An old captain on your ship spots pirate vessels approaching. It is impossible to avoid battle, so you and your fleet must prepare to fight.;;;;;;;;;;;;;x
EVTOPTA_edward.17;Fight!;;;;;;;;;;;;;x
EVTDESC_edward.18;You fight bravely against the pirates. They board your ship, but the clash of swords ends poorly for them. After you and your men slay half their number, the pirates flee in panic.;;;;;;;;;;;;;x
EVTOPTA_edward.18;Pathetic bandits;;;;;;;;;;;;;x
EVTDESC_edward.19;You fight bravely against the pirates as they board your ship. Despite the courage in your heart and that of your sailors, the pirates manage to overpower you. Many of your men are slain, though you survive—for the moment. After capturing your ship, the pirate leader orders his men to fasten a ball and chain to your feet and those of your Brazilian companion, and then cast you both overboard.;;;;;;;;;;;;;x
EVTOPTA_edward.19;No! Please! No! I beg you...!;;;;;;;;;;;;;x
EVTDESC_edward.20;In the distance, you spot a makeshift boat with several people aboard. You order your crew to sail towards it. Soon, you realize that the boat carries a group of castaways.;;;;;;;;;;;;;x
EVTOPTA_edward.20;I will help them;;;;;;;;;;;;;x
EVTNAME_edward.21;Newfoundland;;;;;;;;;;;;;x
EVTDESC_edward.21;A month after leaving Quebec, you arrive at Newfoundland – an island ruled by pagans. It is not as populated as the kingdom you came from. You decide to dock at one of its ports. Your plan is not to stay long – only a few days before setting sail again.;;;;;;;;;;;;;x
EVTOPTA_edward.21;Okay;;;;;;;;;;;;;x
EVTDESC_edward.22;After a few days, you leave the port. Together with your Brazilian friend, you make a plan – from here you will sail to Greenland, and from Greenland to the kingdom known as Britain – once the capital of the ancient redcoats.;;;;;;;;;;;;;x
EVTOPTA_edward.22;Nice;;;;;;;;;;;;;x
EVTNAME_edward.23;Greenland;;;;;;;;;;;;;x
EVTDESC_edward.23;After two long months, your fleet reaches Greenland – a cold island near the northern Canadian archipelago. The sight of snow lifts your spirits, for you had not seen land for some time. Your Brazilian friend tells you that Greenland is the halfway point of your ambitious expedition, and that within two or three more months you should reach Britain.;;;;;;;;;;;;;x
EVTOPTA_edward.23;Nice;;;;;;;;;;;;;x
EVTDESC_edward.24;Nothing of note happens during your voyage, so you decide to pass the time by reading an interesting book.;;;;;;;;;;;;;x
EVTOPTA_edward.24;Perhaps I will learn something useful;;;;;;;;;;;;;x
EVTNAME_edward.25;Land;;;;;;;;;;;;;x
EVTDESC_edward.25;After three long months at sea, you finally spot land. Among your sailors there is great euphoria, for the sight reminds them of their distant homelands. As you celebrate and drink from the last barrel of beer, one of your sailors suddenly raises the alarm: two massive ships are sailing alongside you. From afar, you hear songs unlike any you have ever known – triumphant, elegant, and proud.;;;;;;;;;;;;;x
EVTOPTA_edward.25;Redcoats?;;;;;;;;;;;;;x
EVTNAME_edward.26;Young Gentleman;;;;;;;;;;;;;x
EVTDESC_edward.26;You order your sailors to remain calm and peaceful. When one of the enormous ships pulls up beside yours, a young man boards your vessel. He introduces himself as Sir Christopher Wallingham, 5th Duke of Oxford. The young aristocrat is remarkably polite. When he learns that you have come from Canada, his curiosity grows, and he eagerly asks questions about the kingdoms and duchies there. After some time, you request his help in guiding your fleet to a port, since your sailors have not set foot on land for three months. He agrees, returns to his ship, and leads your fleet onward.;;;;;;;;;;;;;x
EVTOPTA_edward.26;Interesting…;;;;;;;;;;;;;x
EVTNAME_edward.27;Manchester;;;;;;;;;;;;;x
EVTDESC_edward.27;At last, you reach the docks of a great city. You, your Brazilian friend, and your sailors disembark after many months at sea. You ask Sir Wallingham about the name of this place, and he answers: Manchester. He tells you that he is the governor of the city and orders his soldiers to guide your sailors to their quarters for rest. You and your friend, meanwhile, are invited to lunch at his castle in the suburbs of Manchester.;;;;;;;;;;;;;x
EVTOPTA_edward.27;Thank you for the invitation.;;;;;;;;;;;;;x
EVTNAME_edward.28;Lunch;;;;;;;;;;;;;x
EVTDESC_edward.28;When you entered Sir Christopher Wallingham’s castle, you admired its beautiful English architecture – clearly built long before your time. Wallingham’s chamberlain greeted you and your Brazilian companion, leading you to the dining hall. Sir Wallingham was already waiting. After a few polite exchanges, you sat down to eat. The cook had prepared roasted wild boar as the first dish, followed by a familiar kebab as the second. As you enjoyed the fine meal, Wallingham spoke of Europe – of Britain’s coming war with the European Empire, and of his own kingdom’s uncertain state: like Canada, Britain was without a king. You mentioned that your father claimed descent from a bastard of the Stuart line. Wallingham only smiled faintly, making it clear he doubted your father’s claim.;;;;;;;;;;;;;x
EVTOPTA_edward.28;I will ask him about British trade;;;;;;;;;;;;;x
EVTNAME_edward.29;British Trade;;;;;;;;;;;;;x
EVTDESC_edward.29;When you inquired about trade in Britain, Wallingham spoke at length. Your Brazilian friend carefully noted every goods, every tax, and every famous merchant. By the time Wallingham had finished, both your plates were empty. The young aristocrat thanked you for the pleasant meal, excused himself for the many duties of the day, and ordered his chamberlain to show you to the finest chambers.;;;;;;;;;;;;;x
EVTOPTA_edward.29;Nice;;;;;;;;;;;;;x
EVTNAME_edward.30;Trade;;;;;;;;;;;;;x
EVTDESC_edward.30;You spent two weeks in Manchester with your Brazilian friend. Each day Sir Wallingham invited you to dine with him, and you often spoke of the history and customs of Canada. Meanwhile, your companion used his knowledge of British trade to buy goods scarce or unknown in the New World. You lost much gold, but the Brazilian assured you it would turn to profit. At last, longing for your home, your tongue, and your liege, you decided it was time to return across the ocean.;;;;;;;;;;;;;x
EVTOPTA_edward.30;It is time to return;;;;;;;;;;;;;x
EVTNAME_edward.31;Greenland;;;;;;;;;;;;;x
EVTDESC_edward.31;After three months at sea you sighted Greenland once more. The vision of snow lifted your spirits, for you had seen no land in weeks. Now you knew that home was drawing near, and the sea routes lay secure. Canada was close — and with it, profit and home.;;;;;;;;;;;;;x
EVTOPTA_edward.31;Nice;;;;;;;;;;;;;x
EVTNAME_edward.32;Disturbing Rumors;;;;;;;;;;;;;x
EVTDESC_edward.32;For some time now, your spies have reported that seditious agitators have infiltrated the palace guard. Their aim, it is said, is to overthrow your rule as Lord Protector of the Canadian Kingdom and abolish Anglicanism as the state religion, replacing it with Nonconformism. Some of your advisors insist that these are nothing but rumors, pointing out that the religious wars between Anglicans and Nonconformists ended more than a century ago.;;;;;;;;;;;;;x
EVTOPTA_edward.32;My advisors are right — mere rumors.;;;;;;;;;;;;;x
EVTOPTB_edward.32;Arrest the suspects and put them on trial.;;;;;;;;;;;;;x
EVTNAME_edward.33;Coup;;;;;;;;;;;;;x
